E:\Major Project\New\IMG\center_2021_05_20_20_48_27_829.jpg, E:\Major Project\New\IMG\left_2021_05_20_20_48_27_829.jpg, E:\Major Project\New\IMG\right_2021_05_20_20_48_27_829.jpg, 0, 0, 0, 8.045655E-05
E:\Major Project\New\IMG\center_2021_05_20_20_48_27_932.jpg, E:\Major Project\New\IMG\left_2021_05_20_20_48_27_932.jpg, E:\Major Project\New\IMG\right_2021_05_20_20_48_27_932.jpg, 0, 0, 0, 8.27894E-05
E:\Major Project\New\IMG\center_2021_05_20_20_48_28_032.jpg, E:\Major Project\New\IMG\left_2021_05_20_20_48_28_032.jpg, E:\Major Project\New\IMG\right_2021_05_20_20_48_28_032.jpg, 0, 0, 0, 7.896056E-05
E:\Major Project\New\IMG\center_2021_05_20_20_48_28_140.jpg, E:\Major Project\New\IMG\left_2021_05_20_20_48_28_140.jpg, E:\Major Project\New\IMG\right_2021_05_20_20_48_28_140.jpg, 0, 0, 0, 7.92821E-05
E:\Major Project\New\IMG\center_2021_05_20_20_48_28_246.jpg, E:\Major Project\New\IMG\left_2021_05_20_20_48_28_246.jpg, E:\Major Project\New\IMG\right_2021_05_20_20_48_28_246.jpg, 0, 0, 0, 7.899872E-05
E:\Major Project\New\IMG\center_2021_05_20_20_48_28_353.jpg, E:\Major Project\New\IMG\left_2021_05_20_20_48_28_353.jpg, E:\Major Project\New\IMG\right_2021_05_20_20_48_28_353.jpg, 0, 0, 0, 7.789639E-05
E:\Major Project\New\IMG\center_2021_05_20_20_48_28_455.jpg, E:\Major Project\New\IMG\left_2021_05_20_20_48_28_455.jpg, E:\Major Project\New\IMG\right_2021_05_20_20_48_28_455.jpg, 0, 0, 0, 7.820319E-05
E:\Major Project\New\IMG\center_2021_05_20_20_48_28_556.jpg, E:\Major Project\New\IMG\left_2021_05_20_20_48_28_556.jpg, E:\Major Project\New\IMG\right_2021_05_20_20_48_28_556.jpg, 0, 0, 0, 7.730111E-05
E:\Major Project\New\IMG\center_2021_05_20_20_48_28_662.jpg, E:\Major Project\New\IMG\left_2021_05_20_20_48_28_662.jpg, E:\Major Project\New\IMG\right_2021_05_20_20_48_28_662.jpg, 0, 0, 0, 7.733578E-05
E:\Major Project\New\IMG\center_2021_05_20_20_48_28_769.jpg, E:\Major Project\New\IMG\left_2021_05_20_20_48_28_769.jpg, E:\Major Project\New\IMG\right_2021_05_20_20_48_28_769.jpg, 0, 0.0332346, 0, 0.002013101
E:\Major Project\New\IMG\center_2021_05_20_20_48_28_869.jpg, E:\Major Project\New\IMG\left_2021_05_20_20_48_28_869.jpg, E:\Major Project\New\IMG\right_2021_05_20_20_48_28_869.jpg, 0, 0.3140817, 0, 0.2489683
E:\Major Project\New\IMG\center_2021_05_20_20_48_28_973.jpg, E:\Major Project\New\IMG\left_2021_05_20_20_48_28_973.jpg, E:\Major Project\New\IMG\right_2021_05_20_20_48_28_973.jpg, -0.1251948, 0.6066069, 0, 0.7910736
E:\Major Project\New\IMG\center_2021_05_20_20_48_29_080.jpg, E:\Major Project\New\IMG\left_2021_05_20_20_48_29_080.jpg, E:\Major Project\New\IMG\right_2021_05_20_20_48_29_080.jpg, -0.4357478, 0.9667554, 0, 1.919059
E:\Major Project\New\IMG\center_2021_05_20_20_48_29_182.jpg, E:\Major Project\New\IMG\left_2021_05_20_20_48_29_182.jpg, E:\Major Project\New\IMG\right_2021_05_20_20_48_29_182.jpg, -0.12956, 1, 0, 3.058426
E:\Major Project\New\IMG\center_2021_05_20_20_48_29_285.jpg, E:\Major Project\New\IMG\left_2021_05_20_20_48_29_285.jpg, E:\Major Project\New\IMG\right_2021_05_20_20_48_29_285.jpg, 0, 1, 0, 4.229032
E:\Major Project\New\IMG\center_2021_05_20_20_48_29_392.jpg, E:\Major Project\New\IMG\left_2021_05_20_20_48_29_392.jpg, E:\Major Project\New\IMG\right_2021_05_20_20_48_29_392.jpg, -0.1222986, 1, 0, 5.390167
E:\Major Project\New\IMG\center_2021_05_20_20_48_29_492.jpg, E:\Major Project\New\IMG\left_2021_05_20_20_48_29_492.jpg, E:\Major Project\New\IMG\right_2021_05_20_20_48_29_492.jpg, -0.4044519, 1, 0, 6.510915
E:\Major Project\New\IMG\center_2021_05_20_20_48_29_595.jpg, E:\Major Project\New\IMG\left_2021_05_20_20_48_29_595.jpg, E:\Major Project\New\IMG\right_2021_05_20_20_48_29_595.jpg, -0.4818868, 1, 0, 7.602095
E:\Major Project\New\IMG\center_2021_05_20_20_48_29_695.jpg, E:\Major Project\New\IMG\left_2021_05_20_20_48_29_695.jpg, E:\Major Project\New\IMG\right_2021_05_20_20_48_29_695.jpg, -0.1734405, 1, 0, 8.740292
E:\Major Project\New\IMG\center_2021_05_20_20_48_29_840.jpg, E:\Major Project\New\IMG\left_2021_05_20_20_48_29_840.jpg, E:\Major Project\New\IMG\right_2021_05_20_20_48_29_840.jpg, 0, 1, 0, 10.50778
E:\Major Project\New\IMG\center_2021_05_20_20_48_29_942.jpg, E:\Major Project\New\IMG\left_2021_05_20_20_48_29_942.jpg, E:\Major Project\New\IMG\right_2021_05_20_20_48_29_942.jpg, -0.0629754, 1, 0, 11.70763
E:\Major Project\New\IMG\center_2021_05_20_20_48_30_049.jpg, E:\Major Project\New\IMG\left_2021_05_20_20_48_30_049.jpg, E:\Major Project\New\IMG\right_2021_05_20_20_48_30_049.jpg, -0.3620506, 1, 0, 12.6
E:\Major Project\New\IMG\center_2021_05_20_20_48_30_159.jpg, E:\Major Project\New\IMG\left_2021_05_20_20_48_30_159.jpg, E:\Major Project\New\IMG\right_2021_05_20_20_48_30_159.jpg, -0.7135065, 1, 0, 13.66436
E:\Major Project\New\IMG\center_2021_05_20_20_48_30_263.jpg, E:\Major Project\New\IMG\left_2021_05_20_20_48_30_263.jpg, E:\Major Project\New\IMG\right_2021_05_20_20_48_30_263.jpg, -0.4005622, 1, 0, 14.9083
E:\Major Project\New\IMG\center_2021_05_20_20_48_30_363.jpg, E:\Major Project\New\IMG\left_2021_05_20_20_48_30_363.jpg, E:\Major Project\New\IMG\right_2021_05_20_20_48_30_363.jpg, -0.1001059, 1, 0, 15.84718
E:\Major Project\New\IMG\center_2021_05_20_20_48_30_468.jpg, E:\Major Project\New\IMG\left_2021_05_20_20_48_30_468.jpg, E:\Major Project\New\IMG\right_2021_05_20_20_48_30_468.jpg, 0, 1, 0, 16.9594
E:\Major Project\New\IMG\center_2021_05_20_20_48_30_572.jpg, E:\Major Project\New\IMG\left_2021_05_20_20_48_30_572.jpg, E:\Major Project\New\IMG\right_2021_05_20_20_48_30_572.jpg, 0, 1, 0, 17.96853
E:\Major Project\New\IMG\center_2021_05_20_20_48_30_680.jpg, E:\Major Project\New\IMG\left_2021_05_20_20_48_30_680.jpg, E:\Major Project\New\IMG\right_2021_05_20_20_48_30_680.jpg, 0, 1, 0, 19.20986
E:\Major Project\New\IMG\center_2021_05_20_20_48_30_783.jpg, E:\Major Project\New\IMG\left_2021_05_20_20_48_30_783.jpg, E:\Major Project\New\IMG\right_2021_05_20_20_48_30_783.jpg, 0, 1, 0, 20.23013
E:\Major Project\New\IMG\center_2021_05_20_20_48_30_883.jpg, E:\Major Project\New\IMG\left_2021_05_20_20_48_30_883.jpg, E:\Major Project\New\IMG\right_2021_05_20_20_48_30_883.jpg, -0.3019347, 1, 0, 21.19041
E:\Major Project\New\IMG\center_2021_05_20_20_48_30_989.jpg, E:\Major Project\New\IMG\left_2021_05_20_20_48_30_989.jpg, E:\Major Project\New\IMG\right_2021_05_20_20_48_30_989.jpg, -0.5937447, 1, 0, 21.97713
E:\Major Project\New\IMG\center_2021_05_20_20_48_31_097.jpg, E:\Major Project\New\IMG\left_2021_05_20_20_48_31_097.jpg, E:\Major Project\New\IMG\right_2021_05_20_20_48_31_097.jpg, -0.2753896, 1, 0, 22.94548
E:\Major Project\New\IMG\center_2021_05_20_20_48_31_197.jpg, E:\Major Project\New\IMG\left_2021_05_20_20_48_31_197.jpg, E:\Major Project\New\IMG\right_2021_05_20_20_48_31_197.jpg, 0, 1, 0, 23.9096
E:\Major Project\New\IMG\center_2021_05_20_20_48_31_303.jpg, E:\Major Project\New\IMG\left_2021_05_20_20_48_31_303.jpg, E:\Major Project\New\IMG\right_2021_05_20_20_48_31_303.jpg, 0, 1, 0, 25.05978
E:\Major Project\New\IMG\center_2021_05_20_20_48_31_405.jpg, E:\Major Project\New\IMG\left_2021_05_20_20_48_31_405.jpg, E:\Major Project\New\IMG\right_2021_05_20_20_48_31_405.jpg, 0, 1, 0, 26.01515
E:\Major Project\New\IMG\center_2021_05_20_20_48_31_518.jpg, E:\Major Project\New\IMG\left_2021_05_20_20_48_31_518.jpg, E:\Major Project\New\IMG\right_2021_05_20_20_48_31_518.jpg, 0, 1, 0, 26.96196
E:\Major Project\New\IMG\center_2021_05_20_20_48_31_626.jpg, E:\Major Project\New\IMG\left_2021_05_20_20_48_31_626.jpg, E:\Major Project\New\IMG\right_2021_05_20_20_48_31_626.jpg, -0.1513122, 1, 0, 28.07767
E:\Major Project\New\IMG\center_2021_05_20_20_48_31_729.jpg, E:\Major Project\New\IMG\left_2021_05_20_20_48_31_729.jpg, E:\Major Project\New\IMG\right_2021_05_20_20_48_31_729.jpg, -0.4298004, 1, 0, 28.8895
E:\Major Project\New\IMG\center_2021_05_20_20_48_31_835.jpg, E:\Major Project\New\IMG\left_2021_05_20_20_48_31_835.jpg, E:\Major Project\New\IMG\right_2021_05_20_20_48_31_835.jpg, -0.1241883, 1, 0, 29.78632
E:\Major Project\New\IMG\center_2021_05_20_20_48_31_937.jpg, E:\Major Project\New\IMG\left_2021_05_20_20_48_31_937.jpg, E:\Major Project\New\IMG\right_2021_05_20_20_48_31_937.jpg, 0, 1, 0, 30.18943
E:\Major Project\New\IMG\center_2021_05_20_20_48_32_040.jpg, E:\Major Project\New\IMG\left_2021_05_20_20_48_32_040.jpg, E:\Major Project\New\IMG\right_2021_05_20_20_48_32_040.jpg, 0, 1, 0, 30.19073
E:\Major Project\New\IMG\center_2021_05_20_20_48_32_148.jpg, E:\Major Project\New\IMG\left_2021_05_20_20_48_32_148.jpg, E:\Major Project\New\IMG\right_2021_05_20_20_48_32_148.jpg, -0.0289248, 1, 0, 30.19019
E:\Major Project\New\IMG\center_2021_05_20_20_48_32_253.jpg, E:\Major Project\New\IMG\left_2021_05_20_20_48_32_253.jpg, E:\Major Project\New\IMG\right_2021_05_20_20_48_32_253.jpg, -0.3163506, 1, 0, 30.16706
E:\Major Project\New\IMG\center_2021_05_20_20_48_32_365.jpg, E:\Major Project\New\IMG\left_2021_05_20_20_48_32_365.jpg, E:\Major Project\New\IMG\right_2021_05_20_20_48_32_365.jpg, -0.01608868, 1, 0, 30.19003
E:\Major Project\New\IMG\center_2021_05_20_20_48_32_474.jpg, E:\Major Project\New\IMG\left_2021_05_20_20_48_32_474.jpg, E:\Major Project\New\IMG\right_2021_05_20_20_48_32_474.jpg, 0, 1, 0, 30.18995
E:\Major Project\New\IMG\center_2021_05_20_20_48_32_582.jpg, E:\Major Project\New\IMG\left_2021_05_20_20_48_32_582.jpg, E:\Major Project\New\IMG\right_2021_05_20_20_48_32_582.jpg, 0, 1, 0, 30.19024
E:\Major Project\New\IMG\center_2021_05_20_20_48_32_695.jpg, E:\Major Project\New\IMG\left_2021_05_20_20_48_32_695.jpg, E:\Major Project\New\IMG\right_2021_05_20_20_48_32_695.jpg, 0, 1, 0, 30.19028
E:\Major Project\New\IMG\center_2021_05_20_20_48_32_802.jpg, E:\Major Project\New\IMG\left_2021_05_20_20_48_32_802.jpg, E:\Major Project\New\IMG\right_2021_05_20_20_48_32_802.jpg, -0.3192978, 1, 0, 30.16704
E:\Major Project\New\IMG\center_2021_05_20_20_48_32_907.jpg, E:\Major Project\New\IMG\left_2021_05_20_20_48_32_907.jpg, E:\Major Project\New\IMG\right_2021_05_20_20_48_32_907.jpg, -0.3158115, 0.9660313, 0, 30.18304
E:\Major Project\New\IMG\center_2021_05_20_20_48_33_008.jpg, E:\Major Project\New\IMG\left_2021_05_20_20_48_33_008.jpg, E:\Major Project\New\IMG\right_2021_05_20_20_48_33_008.jpg, -0.03689281, 0.6871126, 0, 30.12029
E:\Major Project\New\IMG\center_2021_05_20_20_48_33_109.jpg, E:\Major Project\New\IMG\left_2021_05_20_20_48_33_109.jpg, E:\Major Project\New\IMG\right_2021_05_20_20_48_33_109.jpg, 0, 0.3802492, 0, 30.04159
E:\Major Project\New\IMG\center_2021_05_20_20_48_33_212.jpg, E:\Major Project\New\IMG\left_2021_05_20_20_48_33_212.jpg, E:\Major Project\New\IMG\right_2021_05_20_20_48_33_212.jpg, 0, 0.0732244, 0, 29.95372
